SYMBOL,QUOTE_TYPE,REGION,SHORT_NAME,FUND_LONG_NAME,CURRENCY,FUND_CATEGORY,FUND_FAMILY,EXCHANGE_CODE,EXCHANGE_NAME,EXCHANGE_TIMEZONE,AVG_VOL_3MONTH,AVG_VOL_10DAY,TOTAL_NET_ASSETS,DAY50_MOVING_AVERAGE,DAY200_MOVING_AVERAGE,WEEK52_HIGH_LOW_CHANGE,WEEK52_HIGH_LOW_CHANGE_PERC,WEEK52_HIGH,WEEK52_HIGH_CHANGE,WEEK52_HIGH_CHANGE_PERC,WEEK52_LOW,WEEK52_LOW_CHANGE,WEEK52_LOW_CHANGE_PERC,INVESTMENT_STRATEGY,FUND_YIELD,INCEPTION_DATE,ANNUAL_HOLDINGS_TURNOVER,INVESTMENT_TYPE,SIZE_TYPE,FUND_ANNUAL_REPORT_NET_EXPENSE_RATIO,CATEGORY_ANNUAL_REPORT_NET_EXPENSE_RATIO,ASSET_STOCKS,ASSET_BONDS,FUND_SECTOR_BASIC_MATERIALS,FUND_SECTOR_COMMUNICATION_SERVICES,FUND_SECTOR_CONSUMER_CYCLICAL,FUND_SECTOR_CONSUMER_DEFENSIVE,FUND_SECTOR_ENERGY,FUND_SECTOR_FINANCIAL_SERVICES,FUND_SECTOR_HEALTHCARE,FUND_SECTOR_INDUSTRIALS,FUND_SECTOR_REAL_ESTATE,FUND_SECTOR_TECHNOLOGY,FUND_SECTOR_UTILITIES,FUND_PRICE_BOOK_RATIO,FUND_PRICE_CASHFLOW_RATIO,FUND_PRICE_EARNING_RATIO,FUND_PRICE_SALES_RATIO,FUND_BOND_MATURITY,FUND_BOND_DURATION,FUND_BONDS_US_GOVERNMENT,FUND_BONDS_AAA,FUND_BONDS_AA,FUND_BONDS_A,FUND_BONDS_BBB,FUND_BONDS_BB,FUND_BONDS_B,FUND_BONDS_BELOW_B,FUND_BONDS_OTHERS,TOP10_HOLDINGS,TOP10_HOLDINGS_TOTAL_ASSETS,RETURNS_AS_OF_DATE,FUND_RETURN_YTD,CATEGORY_RETURN_YTD,FUND_RETURN_1MONTH,CATEGORY_RETURN_1MONTH,FUND_RETURN_3MONTHS,CATEGORY_RETURN_3MONTHS,FUND_RETURN_1YEAR,CATEGORY_RETURN_1YEAR,FUND_RETURN_3YEARS,CATEGORY_RETURN_3YEARS,FUND_RETURN_5YEARS,CATEGORY_RETURN_5YEARS,FUND_RETURN_10YEARS,CATEGORY_RETURN_10YEARS,YEARS_UP,YEARS_DOWN,FUND_RETURN_2020,CATEGORY_RETURN_2020,FUND_RETURN_2019,CATEGORY_RETURN_2019,FUND_RETURN_2018,CATEGORY_RETURN_2018,FUND_RETURN_2017,CATEGORY_RETURN_2017,FUND_RETURN_2016,CATEGORY_RETURN_2016,FUND_RETURN_2015,CATEGORY_RETURN_2015,FUND_RETURN_2014,CATEGORY_RETURN_2014,FUND_RETURN_2013,CATEGORY_RETURN_2013,FUND_RETURN_2012,CATEGORY_RETURN_2012,FUND_RETURN_2011,CATEGORY_RETURN_2011,FUND_RETURN_2010,CATEGORY_RETURN_2010,FUND_RETURN_2009,CATEGORY_RETURN_2009,FUND_RETURN_2008,CATEGORY_RETURN_2008,FUND_RETURN_2007,CATEGORY_RETURN_2007,FUND_RETURN_2006,CATEGORY_RETURN_2006,FUND_RETURN_2005,CATEGORY_RETURN_2005,FUND_RETURN_2004,CATEGORY_RETURN_2004,FUND_RETURN_2003,CATEGORY_RETURN_2003,FUND_RETURN_2002,CATEGORY_RETURN_2002,FUND_RETURN_2001,CATEGORY_RETURN_2001,FUND_RETURN_2000,CATEGORY_RETURN_2000,FUND_ALPHA_3YEARS,FUND_BETA_3YEARS,FUND_MEAN_ANNUAL_RETURN_3YEARS,FUND_R_SQUARED_3YEARS,FUND_STDEV_3YEARS,FUND_SHARPE_RATIO_3YEARS,FUND_TREYNOR_RATIO_3YEARS,FUND_ALPHA_5YEARS,FUND_BETA_5YEARS,FUND_MEAN_ANNUAL_RETURN_5YEARS,FUND_R_SQUARED_5YEARS,FUND_STDEV_5YEARS,FUND_SHARPE_RATIO_5YEARS,FUND_TREYNOR_RATIO_5YEARS,FUND_ALPHA_10YEARS,FUND_BETA_10YEARS,FUND_MEAN_ANNUAL_RETURN_10YEARS,FUND_R_SQUARED_10YEARS,FUND_STDEV_10YEARS,FUND_SHARPE_RATIO_10YEARS,FUND_TREYNOR_RATIO_10YEARS
sdp,etf,us,sterling capital equity income,sterling capital equity income fund class c,usd,trading--inverse equity,sterling capital funds,pcx,nysearca,america/new_york,4988,3170.0,2424885.0,14.964,15.898,7.08,0.33859,20.91,-6.5629,-0.31386,13.83,0.5171,0.03739,"the investment seeks capital growth and current income. the fund normally invests at least 80% of its net assets plus borrowings for investment purposes in equity securities. it invests, under normal market conditions, primarily in dividend-paying equity securities, in particular common stocks of companies with a history of increasing dividend rates. the fund may also invest in u.s. traded common stocks of foreign companies, including american depositary receipts.",,2007-01-30,0.45,,,0.0095,0.0092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"msft (""microsoft corp""): 0.0424, dfs (""discover financial services""): 0.0421, adi (""analog devices inc""): 0.0415, acn (""accenture plc class a""): 0.0384, antm (""anthem inc""): 0.0384, ups (""united parcel service inc class b""): 0.0383, abt (""abbott laboratories""): 0.0366, hd (""the home depot inc""): 0.0352, cb (""chubb ltd""): 0.0339, gs (""goldman sachs group inc""): 0.0326",1.9993,2021-06-30,-0.0957,,0.0331,,-0.0075,,-0.3216,,-0.2975,,-0.2258,,-0.2551,,2.0,11.0,-0.36419,,-0.35389,,-0.1009,,-0.21825,,-0.32176,,0.00168,,-0.42801,-0.19406,-0.28771,-0.36906,-0.06747,-0.32173,-0.36255,-0.13295,-0.20436,-0.38793,-0.32647,-0.56517,0.37701,0.38633,,-0.07676,,,,,,,,,,,,,,,-22.9,-0.53,-2.6,12.97,27.57,-1.17,58.03,-14.93,-0.49,-1.82,8.16,25.92,-0.89,47.86,-19.65,-0.48,-2.16,6.58,25.46,-1.04,54.36
sds,etf,us,blue current global dividend fu,blue current global dividend fund institutional class,usd,trading--inverse equity,blue current funds,pcx,nysearca,america/new_york,21289990,24542580.0,609340928.0,7.925,9.086,6.04,0.45516,13.27,-5.41,-0.40769,7.23,0.63,0.08714,"the investment seeks current income and capital appreciation. under normal circumstances, the fund will invest at least 80% of its net assets in equity securities that either have paid a dividend in the 12 months prior to purchase, or are expected by the adviser to pay a dividend within 12 months following the fund's purchase of the security. it will invest, under normal market conditions, in at least three different countries, one of which will be the united states. the fund will also invest at least 40% of its assets in foreign securities.",,2006-07-11,,,,0.0091,0.0092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jpm (""jpmorgan chase & co""): 0.0427, fgzxx (""first american government obligs z""): 0.0394, msft (""microsoft corp""): 0.039, ms (""morgan stanley""): 0.0352, mdt (""medtronic plc""): 0.034, rtx (""raytheon technologies corp""): 0.0317, jnj (""johnson & johnson""): 0.0305, axp (""american express co""): 0.0292, stt (""state street corporation""): 0.029, deo. l (""diageo plc adr""): 0.0289",1.0041,2021-06-30,-0.2704,,-0.0484,,-0.1591,,-0.534,,-0.3761,,-0.334,,-0.2999,,2.0,12.0,-0.50065,,-0.41294,,0.05864,,-0.31941,,-0.24034,,-0.09615,,-0.25733,-0.19406,-0.45161,-0.36906,-0.29798,-0.32173,-0.1906,-0.13295,-0.3204,-0.38793,-0.50375,-0.56517,0.60256,0.38633,-0.03945,-0.07676,,,,,,,,,,,,,,,-12.65,-1.67,-3.41,89.82,32.77,-1.29,23.29,-10.0,-1.68,-3.03,90.68,26.66,-1.41,20.5,-7.7,-1.75,-2.67,93.85,24.66,-1.32,17.44
sdvy,etf,us,blackrock 6040 target allocati,blackrock 6040 target allocation fund investor c shares,usd,,blackrock,ngm,nasdaqgm,america/new_york,133806,142330.0,93201432.0,29.678,29.141,7.85,0.25331,30.99,-1.86,-0.06002,23.14,5.99,0.25886,"the investment seeks long term capital appreciation, and current income is also a consideration. the fund, which is a fund of funds, normally obtains exposure to equity securities in an amount equal to 60% of its assets and exposure to fixed-income securities in an amount equal to 40% of its assets. normally, the advisor intends to invest primarily in affiliated open-end funds and affiliated etfs. the fund may, when consistent with its investment objective, buy or sell options or futures, or enter into total return swaps and foreign currency transactions (collectively, commonly known as derivatives).",0.0106,2017-11-02,0.76,value,small,0.006,,0.9989,0.0,0.0526,0.0386,0.1253,0.0362,0.0079,0.3112,0.0,0.3047,0.0,0.1153,0.0082,2.33,10.84,15.27,1.44,,,,,,,,,,,,"""blackrock master total return portfolio"": 0.25, itot (""ishares core s&p total u.s.ock mkt etf""): 0.1417, esgu (""ishares esg aware msci usa etf""): 0.1368, efv (""ishares msci eafe value etf""): 0.0842, mkdcx (""blackrock emerging mkts k""): 0.0593, iusb (""ishares core total usd bond market etf""): 0.0559, efg (""ishares msci eafe growth etf""): 0.0499, ijr (""ishares core s&p small-cap etf""): 0.0394, vlue (""ishares msci usa value factor etf""): 0.0393, ixg (""ishares global financials etf""): 0.0328",0.1163,2021-05-31,0.2668,,0.0217,,0.1235,,0.773,,0.145,,,,,,2.0,1.0,0.11281,,0.24694,,-0.13812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.35,1.31,1.45,83.39,26.63,0.6,10.19,,,,,,,,,,,,,,
sect,etf,us,american century california hig,american century california high yield municipal fund i class,usd,large blend,american century investments,bts,bats,america/new_york,63085,66420.0,906380032.0,42.944,40.877,10.911,0.24328,44.85,-1.91,-0.04259,33.939,9.001,0.26521,"the investment seeks high current income that is exempt from federal and california income taxes. the fund invests at least 80% of its net assets in municipal securities with income payments exempt from federal and california income taxes. it invests in california municipal and other debt securities with an emphasis on high-yield securities. a high-yield security is one that has been rated below investment-grade, or determined by the investment advisor to be of similar quality. the portfolio managers also may buy unrated securities if they determine such securities meet the investment objectives of the fund.",0.0052,2017-09-05,0.76,blend,large,0.008,0.0036,,,0.0087,0.0367,0.1557,0.0211,0.0696,0.1645,0.2038,0.0592,0.0105,0.263,0.0072,3.24,14.3,21.66,2.08,,,,,,,,,,,,"""california hsg fin agy mun ctfs 4%"": 0.0142, ""california statewide cmntys dev auth rev 5.5%"": 0.0105, ""golden st tob securitization corp calif tob settlement rev 5.25%"": 0.0103, ""tobacco securitization auth southn calif tob settlement rev 5%"": 0.0087, ""silicon vy tob securitization auth calif tob settlement rev 0.01%"": 0.0084, ""san diego calif assn govts cap grnt rcpts rev 5%"": 0.008, ""san joaquin hills calif transn corridor agy toll rd rev 0.01%"": 0.008, ""los angeles calif dept wtr & pwr rev 5%"": 0.0078, ""california cmnty hsg agy essential hsg rev 5%"": 0.0076, ""los angeles calif uni sch dist 4%"": 0.0073",0.7961,2021-06-30,0.1811,0.075,0.0206,-0.0025,0.079,0.032,0.4651,0.1345,0.1563,0.1014,,0.1576,,0.0733,2.0,1.0,0.15365,,0.27856,,-0.09305,,,,,,,-0.00632,,0.11786,,0.31437,,0.14212,,0.01683,,0.17791,,0.32264,,-0.38047,,0.04402,,0.15549,,0.04685,,0.12554,,0.29092,,-0.17842,,-0.05751,,-0.05243,-3.01,1.03,1.37,96.52,19.4,0.78,13.95,,,,,,,,,,,,,,
sef,etf,us,american century california hig,american century california high yield municipal fund investor class,usd,trading--inverse equity,american century investments,pcx,nysearca,america/new_york,12463,30150.0,16386888.0,11.954,12.786,5.25,0.31343,16.75,-4.51,-0.26925,11.5,0.74,0.06435,"the investment seeks high current income that is exempt from federal and california income taxes. the fund invests at least 80% of its net assets in municipal securities with income payments exempt from federal and california income taxes. it invests in california municipal and other debt securities with an emphasis on high-yield securities. a high-yield security is one that has been rated below investment-grade, or determined by the investment advisor to be of similar quality. the portfolio managers also may buy unrated securities if they determine such securities meet the investment objectives of the fund.",,2008-06-10,,,,0.0095,0.0092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""california hsg fin agy mun ctfs 4%"": 0.0149, ""california statewide cmntys dev auth rev 5.5%"": 0.0111, ""golden st tob securitization corp calif tob settlement rev 5.25%"": 0.0109, ""tobacco securitization auth southn calif tob settlement rev 5%"": 0.0092, ""silicon vy tob securitization auth calif tob settlement rev 0.01%"": 0.0088, ""san diego calif assn govts cap grnt rcpts rev 5%"": 0.0086, ""san joaquin hills calif transn corridor agy toll rd rev 0.01%"": 0.0081, ""california cmnty hsg agy essential hsg rev 5%"": 0.0079, ""california statewide cmntys dev auth hosp rev 5%"": 0.0075, ""san buenaventura calif rev 7.5%"": 0.0074",0.9984,2021-06-30,-0.195,,0.011,,-0.0861,,-0.3604,,-0.1733,,-0.1727,,-0.158,,2.0,10.0,-0.16855,,-0.23168,,0.09649,,-0.17037,,-0.17532,,-0.03586,,-0.14791,-0.19406,-0.27496,-0.36906,-0.23978,-0.32173,0.01935,-0.13295,-0.17417,-0.38793,-0.41318,-0.56517,,0.38633,,-0.07676,,,,,,,,,,,,,,,-0.4,-1.02,-1.43,89.49,20.02,-0.92,18.46,-2.1,-1.01,-1.45,84.74,16.53,-1.13,18.23,-1.32,-1.06,-1.32,85.42,15.69,-1.05,15.42
seix,etf,us,american century california int,american century california intermediateterm taxfree bond fund a class,usd,,american century investments,pcx,nysearca,america/new_york,6316,6830.0,20493360.0,25.204,25.012,0.781,0.03072,25.42,-0.335,-0.01318,24.639,0.446,0.0181,"the investment seeks safety of principal and high current income that is exempt from federal and california income taxes. the fund primarily invests in investment-grade debt securities and, under normal market conditions, will invest at least 80% of its net assets in debt securities that have interest payments exempt from federal and california income taxes. cities, counties and other municipalities in california and u.s. territories, such as puerto rico, issue these securities. the fund's weighted average maturity will be not less than three years nor more than ten years. however, there is no maturity limit on individual securities.",0.0383,2019-04-23,5.46,value,small,0.0057,,,,,,,,,,,,,,,,,,,6.28,0.98,0.0,0.0,0.0,0.0,0.0385,0.2342,0.6704,0.057,0.0,"""california hsg fin agy mun ctfs 4%"": 0.0115, ""san bernardino calif cmnty college dist 6.38%"": 0.0101, ""bay area toll auth calif toll brdg rev 2.62%"": 0.008, ""california st 5%"": 0.0077, ""northern calif energy auth commodity supply rev 4%"": 0.0073, ""san joaquin hills calif transn corridor agy toll rd rev 5%"": 0.0067, ""golden st tob securitization corp calif tob settlement rev 3.5%"": 0.0063, ""san diego calif pub facs fing auth swr rev 5%"": 0.006, ""los angeles calif cmnty college dist 4%"": 0.0057, ""california st univ rev 4%"": 0.0056",0.1126,2021-04-30,0.0175,,0.0032,,0.0078,,0.1122,,,,,,,,1.0,0.0,0.03294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sent,etf,us,blackrock funds ii blackrock m,blackrock multiasset income portfolio investor c shares,usd,large growth,blackrock,pcx,nysearca,america/new_york,6737,8420.0,69906736.0,27.642,27.044,4.53,0.15519,29.19,-1.895,-0.06492,24.66,2.635,0.10685,"the investment seeks to maximize current income with consideration for capital appreciation. the fund may invest up to 60% of its assets in equity securities and up to 100% of its assets in fixed income securities. in addition, it may invest in structured notes that provide exposure to covered call options or other types of financial instruments. the fund may also invest up to 15% of its assets in collateralized debt obligations (""cdos""), including collateralized loan obligations (""clos"").",,2021-02-02,,growth,medium,0.0112,0.0039,0.9938,0.0,0.0,0.0549,0.3865,0.011,0.0111,0.0109,0.0332,0.0664,0.0,0.4261,0.0,5.3,14.79,26.99,2.15,,,,,,,,,,,,"tstxx (""blackrock liquidity t-fund instl""): 0.0623, dgro (""ishares core dividend growth etf""): 0.0218, hyg (""ishares iboxx $ high yield corp bd etf""): 0.0198, msft (""microsoft corp""): 0.0086, aapl (""apple inc""): 0.0061, amzn (""amazon.com inc""): 0.0051, pld (""prologis inc""): 0.0051, 2330. tw (""taiwan semiconductor manufacturing co ltd""): 0.0049, googl (""alphabet inc a""): 0.0046, fb (""facebook inc a""): 0.0043",0.1111,2021-06-30,,0.048,0.0249,0.0031,0.0668,0.0511,,0.1242,,0.1146,,0.1705,,0.0948,,,,,,,,,,,,,,0.03976,,0.14094,,0.36024,,0.16404,,0.00687,,0.18617,,0.41318,,-0.41574,,0.09633,,0.0998,,0.02725,,0.0698,,0.30929,,-0.27831,,-0.19168,,-0.3694,,,,,,,,,,,,,,,,,,,,,
sepz,etf,us,blue chip investor fund,blue chip investor fund,usd,,blue chip investor fund,bts,bats,america/new_york,4216,360.0,10385862.0,31.18,29.723,8.37,0.24381,34.33,-3.2341,-0.09421,25.96,5.1359,0.19784,the investment seeks long-term growth of capital. the fund invests primarily in the common stocks of industry-dominant companies whose earnings have demonstrated superior growth. it invests in medium to large capitalization companies. the average market capitalization of holdings is usually larger than $5 billion. the fund is non-diversified.,,2020-08-31,,blend,large,0.0079,,,,0.0227,0.1114,0.12,0.0632,0.0286,0.1423,0.1309,0.0886,0.0257,0.2422,0.0245,4.42,17.56,26.45,2.96,,,,,,,,,,,,"brk. a (""berkshire hathaway inc class a""): 0.3115, bam. a. to (""brookfield asset management inc class a""): 0.0745, kmx (""carmax inc""): 0.063, lkq (""lkq corp""): 0.0623, goog (""alphabet inc class c""): 0.054, hbi (""hanesbrands inc""): 0.0514, mkl (""markel corp""): 0.0474, fdx (""fedex corp""): 0.0472, cmpr (""cimpress plc""): 0.0468, osk (""oshkosh corp""): 0.0395",1.0028,2021-06-30,0.1179,,0.019,,0.0673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sfig,etf,us,brown capital management intern,brown capital management international equity fund investor shares,usd,,brown capital management,bts,bats,america/new_york,4462,1850.0,30874412.0,51.049,51.367,1.39,0.02677,51.93,-1.14,-0.02195,50.54,0.25,0.00495,"the investment seeks long-term capital appreciation; current income is a secondary consideration in selecting portfolio investments. the fund invests at least 80% of its net assets (plus any borrowings for investment purposes) in the equity securities of non-u.s. based companies. it typically invests in common stocks. the advisor seeks to build a portfolio of exceptional companies, across the capitalization range. the fund typically holds a portfolio of between 40 to 70 securities which the advisor believes have the potential for growth.",0.0165,2016-04-27,0.43,,,0.0018,,0.0,0.9946,,,,,,,,,,,,,,,,,,,,,,,,,,,"afx. de (""carl zeiss meditec ag""): 0.0497, temn (""temenos ag""): 0.0383, givn (""givaudan sa""): 0.0368, coh. ax (""cochlear ltd""): 0.0358, iclr. ir (""icon plc""): 0.0356, dgcxx (""dreyfus government cash mgmt instl""): 0.0351, ocdo. l (""ocado group plc""): 0.0335, chr (""chr. hansen holding a/s""): 0.0317, 3064 (""monotaro co ltd""): 0.0307, grf. bc (""grifols sa""): 0.0306",0.1125,2021-04-30,-0.0028,,0.0041,,-0.0009,,0.0318,,0.0428,,0.0259,,,,4.0,0.0,0.04375,,0.05951,,0.01075,,0.01936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78,0.47,0.33,34.0,2.8,0.93,5.5,0.58,0.44,0.22,39.07,2.31,0.65,3.38,,,,,,,
sfy,etf,us,the brown capital management in,brown capital management international equity fund institutional shares,usd,,brown capital management,pcx,nysearca,america/new_york,127745,150670.0,238355456.0,16.911,15.857,4.36,0.24511,17.788,-0.958,-0.05386,13.428,3.402,0.25335,"the investment seeks long-term capital appreciation; current income is a secondary consideration in selecting portfolio investments. the fund invests at least 80% of its net assets (plus any borrowings for investment purposes) in the equity securities of non-u.s. based companies. it typically invests in common stocks. the advisor seeks to build a portfolio of exceptional companies, across the capitalization range. the fund typically holds a portfolio of between 40 to 70 securities which the advisor believes have the potential for growth.",0.0107,2019-04-10,0.26,growth,large,,,0.9983,0.0,0.0164,0.1239,0.1546,0.0635,0.0153,0.1077,0.1397,0.0699,0.0237,0.2651,0.0202,5.06,18.49,30.19,3.13,,,,,,,,,,,,"afx. de (""carl zeiss meditec ag""): 0.0497, temn (""temenos ag""): 0.0383, givn (""givaudan sa""): 0.0368, coh. ax (""cochlear ltd""): 0.0358, iclr. ir (""icon plc""): 0.0356, dgcxx (""dreyfus government cash mgmt instl""): 0.0351, ocdo. l (""ocado group plc""): 0.0335, chr (""chr. hansen holding a/s""): 0.0317, 3064 (""monotaro co ltd""): 0.0307, grf. bc (""grifols sa""): 0.0306",0.291,2021-05-31,0.1123,,0.0072,,0.0968,,0.4139,,,,,,,,1.0,0.0,0.25069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sfyf,etf,us,american century california int,american century california intermediateterm taxfree bond fund investor class,usd,large growth,american century investments,pcx,nysearca,america/new_york,8425,9400.0,25980112.0,39.801,35.956,15.949,0.37014,43.089,-5.699,-0.13226,27.14,10.25,0.37767,"the investment seeks safety of principal and high current income that is exempt from federal and california income taxes. the fund primarily invests in investment-grade debt securities and, under normal market conditions, will invest at least 80% of its net assets in debt securities that have interest payments exempt from federal and california income taxes. cities, counties and other municipalities in california and u.s. territories, such as puerto rico, issue these securities. the fund's weighted average maturity will be not less than three years nor more than ten years. however, there is no maturity limit on individual securities.",0.0021,2019-05-07,4.14,growth,large,0.0029,0.0039,0.9995,0.0,0.0,0.165,0.2688,0.0393,0.0114,0.0548,0.0664,0.0871,0.0,0.3073,0.0,6.86,19.69,36.18,3.93,,,,,,,,,,,,"""california hsg fin agy mun ctfs 4%"": 0.0115, ""san bernardino calif cmnty college dist 6.38%"": 0.0101, ""bay area toll auth calif toll brdg rev 2.62%"": 0.008, ""california st 5%"": 0.0077, ""northern calif energy auth commodity supply rev 4%"": 0.0073, ""san joaquin hills calif transn corridor agy toll rd rev 5%"": 0.0067, ""golden st tob securitization corp calif tob settlement rev 3.5%"": 0.0063, ""san diego calif pub facs fing auth swr rev 5%"": 0.006, ""los angeles calif cmnty college dist 4%"": 0.0057, ""california st univ rev 4%"": 0.0056",0.4959,2021-06-30,0.4416,0.048,0.2066,0.0031,0.3341,0.0511,1.1128,0.1242,,0.1146,,0.1705,,0.0948,1.0,0.0,0.33511,,,,,,,,,,,0.03976,,0.14094,,0.36024,,0.16404,,0.00687,,0.18617,,0.41318,,-0.41574,,0.09633,,0.0998,,0.02725,,0.0698,,0.30929,,-0.27831,,-0.19168,,-0.3694,,,,,,,,,,,,,,,,,,,,,
sfyx,etf,us,american century california int,american century california intermediateterm taxfree bond fund c class,usd,,american century investments,pcx,nysearca,america/new_york,20519,23490.0,24618814.0,14.795,14.207,3.57,0.23077,15.47,-1.48,-0.09567,11.9,2.09,0.17563,"the investment seeks safety of principal and high current income that is exempt from federal and california income taxes. the fund primarily invests in investment-grade debt securities and, under normal market conditions, will invest at least 80% of its net assets in debt securities that have interest payments exempt from federal and california income taxes. cities, counties and other municipalities in california and u.s. territories, such as puerto rico, issue these securities. the fund's weighted average maturity will be not less than three years nor more than ten years. however, there is no maturity limit on individual securities.",0.0107,2019-04-10,,growth,medium,,,0.9982,0.0,0.0418,0.0344,0.0968,0.0705,0.0131,0.1332,0.1214,0.1369,0.0757,0.2547,0.0216,2.84,14.02,24.72,2.07,,,,,,,,,,,,"""california hsg fin agy mun ctfs 4%"": 0.0115, ""san bernardino calif cmnty college dist 6.38%"": 0.0101, ""bay area toll auth calif toll brdg rev 2.62%"": 0.008, ""california st 5%"": 0.0077, ""northern calif energy auth commodity supply rev 4%"": 0.0073, ""san joaquin hills calif transn corridor agy toll rd rev 5%"": 0.0067, ""golden st tob securitization corp calif tob settlement rev 3.5%"": 0.0063, ""san diego calif pub facs fing auth swr rev 5%"": 0.006, ""los angeles calif cmnty college dist 4%"": 0.0057, ""california st univ rev 4%"": 0.0056",0.1181,2021-02-28,0.0803,,0.057,,0.1534,,0.4077,,,,,,,,1.0,0.0,0.17665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sgdj,etf,us,blackrock large cap srs fds bl,blackrock event driven equity fund investor c shares,usd,equity precious metals,blackrock,pcx,nysearca,america/new_york,27183,28880.0,126882928.0,41.549,43.551,17.165,0.32399,52.98,-14.15,-0.26708,35.815,3.015,0.08418,"the investment seeks long-term capital growth. normally, the fund invests at least 80% of its net assets in equity securities and related derivative instruments with similar economic characteristics. it seeks to achieve its investment objective by employing an event driven strategy, primarily investing in companies that have announced a material change or in companies that the advisor expects to undergo a material change. the fund's investment in equity securities may include common stock, preferred stock, securities convertible into common stock, non-convertible preferred stock, and depositary receipts.",0.0221,2015-03-31,,growth,small,0.005,0.0057,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,5.32,9.67,1.31,,,,,,,,,,,,"tstxx (""blackrock liquidity t-fund instl""): 0.8231, spgi (""s&p global inc""): 0.0694, adi (""analog devices inc""): 0.0682, info (""ihs markit ltd""): 0.0671, mxim (""maxim integrated products inc""): 0.0656, amd (""advanced micro devices inc""): 0.059, alxn (""alexion pharmaceuticals inc""): 0.0583, work (""slack technologies inc class a""): 0.0554, nuan (""nuance communications inc""): 0.0543, xlnx (""xilinx inc""): 0.052",0.4491,2021-06-30,-0.1045,0.882,-0.1315,-0.0594,0.0719,-0.1496,0.1812,0.685,0.159,-0.0259,0.027,-0.167,,-0.0363,4.0,1.0,0.48538,,0.37058,,-0.2566,,0.05521,,0.67253,,,-0.32934,,-0.14654,,-0.49989,,-0.1191,,-0.30138,,0.4473,,0.37277,,-0.10272,,0.22342,,0.25079,,0.20751,,-0.01777,,0.39127,,0.44252,,,,,3.84,1.2,1.83,29.47,39.95,0.52,11.94,-8.62,1.16,0.7,22.56,35.66,0.2,1.06,,,,,,,
